id,token_name,token_address,network,price_at_alert,score,base_score,momentum_bonus,confidence_score,volume_24h,volume_6h,volume_1h,liquidity,buys_24h,sells_24h,buy_ratio,total_txns,age_hours,created_at

215,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.233890693357134,70,55,15,85,6291955.96895569,6291955.96895569,286612.913879642,1661098.9234,16391,33271,0.0,49662,25.883061104444444,2025-12-17 13:21:29

216,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.117069635280117,58,60,-2,85,4359462.88538378,925399.64021427,51113.8586762072,872829.9986,9870,9063,0.0,18933,55.27528330888889,2025-12-17 13:21:31

217,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.9604475512068,100,100,10,85,1292166.94120937,45762.8315840035,8332.8546982518,1115210.0028,1816,1484,0.0,3300,51.434825115833334,2025-12-17 13:26:54

218,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.233975555319078,65,55,10,85,6298020.94201862,6298020.94201862,207936.943246527,1656202.98,16398,33290,0.0,49688,25.973714043888886,2025-12-17 13:26:55

219,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.6335816190819,100,100,10,85,1293180.80172437,46205.6998619777,12369.4079024952,1107431.7298,1814,1490,0.0,3304,51.52502707194445,2025-12-17 13:32:19

220,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.241453823670978,70,55,15,85,6357114.06728461,6357114.06728461,156931.808238813,1693284.0949,16584,33483,0.0,50067,26.063916004166668,2025-12-17 13:32:20

221,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.116638576840674,58,60,-2,85,4250486.56514511,891145.888493429,41320.0586443774,875634.6289,9645,8898,0.0,18543,55.456138214166664,2025-12-17 13:32:22

222,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.9823500300545,100,100,10,85,1293963.18471324,48047.5336450548,13444.1266664376,1114127.0086,1819,1483,0.0,3302,51.61568211083333,2025-12-17 13:37:45

223,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.227703953218431,65,55,10,85,6448828.13943224,6448828.13943224,180640.133808484,1643976.1318,16960,33830,0.0,50790,26.15457106361111,2025-12-17 13:37:46

224,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.118927530973923,63,60,3,85,4250850.88030265,902058.481968808,47713.8622364033,884207.9906,9654,8889,0.0,18543,55.54679326944444,2025-12-17 13:37:48

225,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.8706722649176,100,100,10,85,1296282.81867629,50250.2138512371,15160.2842830154,1112289.9278,1826,1478,0.0,3304,51.70620995638889,2025-12-17 13:43:10

226,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.118418142151405,63,60,3,85,4233316.69322749,893791.464157011,49105.6917522969,883890.456,9622,8866,0.0,18488,55.637321113055556,2025-12-17 13:43:12

227,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.225593456156782,63,55,8,85,6485203.24119916,6485203.24119916,77023.4570286296,1623028.6907,17153,34049,0.0,51202,26.245098906944445,2025-12-17 13:43:13

228,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.9173944955379,100,100,10,85,1296284.10091071,50251.4960856535,15161.5665174318,1111732.8545,1828,1478,0.0,3306,51.79666143166667,2025-12-17 13:48:36

229,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.118294374199257,63,60,3,85,4195717.16707611,882433.691674717,39718.4166883099,884646.1821,9568,8821,0.0,18389,55.727772576666666,2025-12-17 13:48:37

230,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.226930396771101,60,55,5,85,6490806.0232509,6490806.0232509,82626.2390803661,1630231.2762,17174,34079,0.0,51253,26.335550351111113,2025-12-17 13:48:39

231,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.0157363029663,100,100,10,85,1287710.8758367,51151.7491136674,14313.3941229201,1118439.7941,1820,1475,0.0,3295,51.88715936444444,2025-12-17 13:54:01

232,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.230390618525365,63,55,8,85,6498242.23604955,6498242.23604955,0.0,1649779.597,17207,34135,0.0,51342,26.42604829138889,2025-12-17 13:54:03

233,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.119830812402768,60,60,0,85,4174073.68272441,880138.795356904,45450.5581312607,889344.1101,9504,8776,0.0,18280,55.81827051944445,2025-12-17 13:54:05

234,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.2370751075774,100,100,10,85,1285058.17748836,49802.0256241329,15952.0181306055,1122130.2705,1804,1464,0.0,3268,51.97766219972222,2025-12-17 13:59:28

235,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.231491120245587,63,55,8,85,6504496.75303598,6504496.75303598,0.0,1649962.1456,17235,34167,0.0,51402,26.516551115,2025-12-17 13:59:29

236,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.119376325883941,60,60,0,85,4054920.96906137,873470.163740248,45027.9110314222,887385.0967,9308,8656,0.0,17964,55.908773341944446,2025-12-17 13:59:31

237,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.2614395554812,100,100,10,85,1281979.90452734,50042.8127407868,16037.5273514504,1122545.9341,1794,1463,0.0,3257,52.06827841111111,2025-12-17 14:04:54

238,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.23114958322396,63,55,8,85,6514937.70546257,6514937.70546257,0.0,1653171.6357,17284,34227,0.0,51511,26.60716733138889,2025-12-17 14:04:56

239,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.1191684320948,55,60,-5,85,4008914.63007942,865728.426228028,38093.2354822666,887497.2996,9234,8590,0.0,17824,55.99938957416667,2025-12-17 14:04:57

240,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.1715821152587,100,100,10,85,1275200.07085486,45046.522640443,17093.7168737164,1120024.7256,1793,1468,0.0,3261,52.15884298361111,2025-12-17 14:10:21

241,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.227553223294812,63,55,8,85,6575314.56112956,6575314.56112956,0.0,1637166.4772,17532,34521,0.0,52053,26.697731909999998,2025-12-17 14:10:24

242,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.12328643939015,63,60,3,85,4035025.83398135,873394.866587625,80710.3658100522,897736.9856,9271,8605,0.0,17876,56.08995415527778,2025-12-17 14:10:25

243,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.1348922541972,100,100,10,85,1268697.45393828,44191.3100866405,16586.4290134243,1119744.2349,1784,1462,0.0,3246,52.25000765194444,2025-12-17 14:15:49

244,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.132303926766446,90,67,23,85,4153133.43005714,999957.600046168,202840.178687371,940181.8089,9446,8760,0.0,18206,56.18111882444445,2025-12-17 14:15:50

245,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.223398954422287,68,55,13,85,6643204.56816668,6643204.56816668,0.0,1615213.8733,17813,34885,0.0,52698,26.7888965725,2025-12-17 14:15:52

246,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.0964714735956,100,100,10,85,1264247.09508673,44347.6855161653,15745.263869615,1116322.8265,1777,1464,0.0,3241,52.34074156916666,2025-12-17 14:21:15

247,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.12593490024791,87,67,20,85,4227553.73575968,1096975.03442741,302320.448709237,909044.7541,9573,8933,0.0,18506,56.27185273166667,2025-12-17 14:21:18

248,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.215901654451356,60,55,5,85,6774144.70576701,6774144.70576701,76742.7517648889,1580587.0691,18345,35469,0.0,53814,26.879630483611113,2025-12-17 14:21:19

249,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.0109103079345,100,100,10,85,1261347.21469578,45717.5169486942,16795.4759556456,1118505.6493,1779,1461,0.0,3240,52.43170863361111,2025-12-17 14:26:42

250,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.122918630861951,75,60,15,85,4261600.66869462,1131936.33330284,370602.877064646,903505.5682,9650,8971,0.0,18621,56.36281978916667,2025-12-17 14:26:44

251,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.208075669436347,65,55,10,85,6857681.21296152,6857681.21296152,83498.1113448607,1560033.8406,18658,35794,0.0,54452,26.97059755277778,2025-12-17 14:26:45

252,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.5053172009655,100,100,15,85,1276083.05067848,63506.0133710745,30842.6622318104,1128816.5534,1782,1464,0.0,3246,52.52227952305556,2025-12-17 14:32:09

253,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.120783342876739,68,60,8,85,4294962.38716803,1160212.68888573,373182.550015579,892207.5675,9716,8995,0.0,18711,56.45339068055556,2025-12-17 14:32:11

254,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.209028513908578,63,55,8,85,6947809.54765546,6947809.54765546,139401.202587841,1549445.2147,19008,36132,0.0,55140,27.06116843888889,2025-12-17 14:32:12

255,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.906173091431,100,100,15,85,1281291.88167985,69615.1825185982,36794.8515498314,1136577.0697,1799,1468,0.0,3267,52.61306144333333,2025-12-17 14:37:36

256,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.121688145860271,70,60,10,85,4292303.44421867,1180204.21871285,220982.092465088,891209.0126,9717,8963,0.0,18680,56.54417259138889,2025-12-17 14:37:38

257,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.207132203003684,60,55,5,85,7094081.83906039,7094081.83906039,254619.380058782,1518250.3806,19491,36669,0.0,56160,27.151950355277776,2025-12-17 14:37:39

258,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.9973198028013,100,100,25,85,1403800.70825891,204000.062477627,166558.042036375,1145084.4001,1824,1484,0.0,3308,52.70384393138889,2025-12-17 14:43:03

259,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.189628302398074,73,63,10,85,7374004.62397798,7374004.62397798,442993.732065834,1478456.6233,20450,37747,0.0,58197,27.242732849444444,2025-12-17 14:43:05

260,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.12244396587673,70,60,10,85,4305156.53670037,1212811.22290416,221241.017021637,892042.0986,9765,8981,0.0,18746,56.63495509944445,2025-12-17 14:43:06

261,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.4125718069134,100,100,15,85,1401781.54679177,226211.142433209,188281.490354853,1120681.3782,1834,1481,0.0,3315,52.7947309525,2025-12-17 14:48:29

262,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.121917321913454,70,60,10,85,4286622.63146814,1213165.50474719,188260.424219828,889555.5058,9733,8954,0.0,18687,56.72584211416667,2025-12-17 14:48:31

263,RISE / SOL,D5tW4VX59fUCxejsyXRvJGffHuFLxFEt6gvcRvb88jEk,solana,0.00020240493593787646,63,55,8,85,184344.101896162,184344.101896162,0.0,211275.9684,899,201,0.0,1100,1.3105820233333334,2025-12-17 14:48:33

264,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.18731027792441,58,63,-5,85,7492706.0538702,7492706.0538702,531708.731048072,1429560.5669,20908,38253,0.0,59161,27.33361987111111,2025-12-17 14:48:34

265,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.1699454352708,100,100,15,85,1390502.36265744,235285.891201159,197400.492540681,1117706.7052,1839,1480,0.0,3319,52.88605390805555,2025-12-17 14:53:57

266,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.199381403621204,83,63,20,85,7640670.43151054,7640670.43151054,594531.753502983,1485171.7695,21434,38847,0.0,60281,27.424942824722223,2025-12-17 14:53:59

267,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.123461683645109,70,60,10,85,4281466.08191458,1223967.48818096,140605.001923179,895862.3194,9735,8946,0.0,18681,56.81716506638889,2025-12-17 14:54:00

268,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.5004646724128,100,100,15,85,1374677.1778121,235216.349393782,194310.761307919,1131069.0991,1833,1476,0.0,3309,52.97645560611112,2025-12-17 14:59:23

269,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.206764412952815,73,63,10,85,7706407.33621542,7706407.33621542,582000.194558944,1545997.6317,21687,39157,0.0,60844,27.515344526666667,2025-12-17 14:59:25

270,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.1250998099459,60,60,0,85,4289477.16413299,1234750.71635535,138534.040660058,915960.2421,9731,8939,0.0,18670,56.90756677611111,2025-12-17 14:59:26

271,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,23.2603109778139,100,100,15,85,1354931.18200347,235834.753710758,194690.887454621,1131837.1865,1826,1473,0.0,3299,53.06721028222222,2025-12-17 15:04:50

272,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.219440042597977,93,63,30,85,7875353.78173272,7875353.78173272,678645.022067784,1595388.2963,22186,39725,0.0,61911,27.60609919,2025-12-17 15:04:52

273,TMCH / USDT,0x4232970c2dfb0edf20dfb4def83f768a278b462b,arbitrum,0.0644147559024293,85,55,30,85,134460.887394921,134460.887394921,21817.1637862365,268878.2273,419,168,0.0,587,5.109815836388889,2025-12-17 15:04:54

274,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.122230695854278,58,60,-2,85,4277586.31986015,1249168.57592088,108320.028679532,907378.3889,9691,8919,0.0,18610,56.99832142777778,2025-12-17 15:04:55

275,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.5639049187852,100,100,10,85,1339744.35191158,244469.010381169,203361.074461733,1110304.8362,1813,1476,0.0,3289,53.158405010833334,2025-12-17 15:10:19

276,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.234868399997199,93,63,30,85,7999142.02156723,7999142.02156723,709738.112039032,1673055.9125,22612,40226,0.0,62838,27.697293926944443,2025-12-17 15:10:20

277,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0708469245077161,70,65,5,85,15012325.6008998,1551131.36505176,177462.316619254,1617119.0498,26806,34095,0.0,60901,26.91645394388889,2025-12-17 15:10:22

278,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.121551858290388,68,60,8,85,4267381.48152897,1246276.03317049,103849.635043298,899329.2818,9661,8878,0.0,18539,57.08951617138889,2025-12-17 15:10:24

279,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.5599910077935,100,100,10,85,1318824.03035134,244506.364679583,203379.622112539,1107087.1064,1810,1472,0.0,3282,53.249702309444444,2025-12-17 15:15:48

280,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.218135671097008,93,63,30,85,8180621.47050357,8180621.47050357,817756.829610927,1593376.0187,23305,40895,0.0,64200,27.78859122722222,2025-12-17 15:15:50

281,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.120454569651935,68,60,8,85,4255308.12526144,1243521.87432409,109348.158377296,893935.2615,9641,8859,0.0,18500,57.18081346583334,2025-12-17 15:15:52

282,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.069582255721455,65,65,0,85,14477091.9721604,1547639.85807893,187334.927788454,1594081.2936,26110,33249,0.0,59359,27.00774784972222,2025-12-17 15:15:53

283,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.7042943163141,100,100,10,85,1288694.83562722,246051.732931382,204684.951822186,1107804.9153,1814,1464,0.0,3278,53.341096434166666,2025-12-17 15:21:17

284,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.22456841541712,93,63,30,85,8313223.6205097,8313223.6205097,898399.536160764,1598685.0263,23828,41435,0.0,65263,27.879985344444442,2025-12-17 15:21:18

285,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.071047721837155,70,65,5,85,14246869.7752242,1663479.70177405,342838.491142354,2000931.8495,25753,32786,0.0,58539,27.09914672388889,2025-12-17 15:21:20

286,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.12123472939094,68,60,8,85,4254648.07065272,1236661.46154949,100868.834815964,895442.3179,9660,8851,0.0,18511,57.27220758916667,2025-12-17 15:21:23

287,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.6200602796676,100,100,10,85,1241770.41625694,245672.557370078,203104.268288091,1105677.4141,1801,1454,0.0,3255,53.43268349611112,2025-12-17 15:26:46

288,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.231375375055278,93,63,30,85,8378028.19865336,8378028.19865336,924770.170042991,1628181.9998,24049,41702,0.0,65751,27.971572408333333,2025-12-17 15:26:48

289,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0698658300690432,70,65,5,85,14015029.8192577,1650219.5365778,374664.771035537,2003859.9508,25470,32215,0.0,57685,27.190745044444444,2025-12-17 15:26:49

290,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.12102752345393,68,60,8,85,4272226.996978,1229855.54867904,108723.696858557,891150.0116,9666,8873,0.0,18539,57.363794659722224,2025-12-17 15:26:51

291,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,21.9684546105358,100,100,0,85,1229249.80339365,253074.985124441,192556.031184494,1089317.9959,1774,1449,0.0,3223,53.523737286944446,2025-12-17 15:32:14

292,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.236958479070183,93,63,30,85,8476575.73356983,8476575.73356983,889574.633422894,1688551.2424,24394,42091,0.0,66485,28.062626203888886,2025-12-17 15:32:15

293,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0684135382271668,70,65,5,85,13799395.7329242,1630568.24131905,387344.047697803,1974513.8202,25151,31659,0.0,56810,27.281859106666666,2025-12-17 15:32:17

294,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.120220132771171,68,60,8,85,4287273.8291203,1238797.39649904,134474.958375923,885350.1542,9682,8880,0.0,18562,57.454848453333334,2025-12-17 15:32:19

295,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.166803672363,100,100,10,85,1185235.69112911,254116.652364948,60368.7815166346,1094138.3077,1735,1402,0.0,3137,53.61485969583333,2025-12-17 15:37:41

296,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.244414414377869,93,63,30,85,8625816.85946885,8625816.85946885,980085.661430173,1717852.7642,24895,42621,0.0,67516,28.153748602500002,2025-12-17 15:37:43

297,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.117815563441886,70,60,10,85,4307673.79380577,1266032.09430895,161501.096850741,877416.822,9744,8888,0.0,18632,57.54597084,2025-12-17 15:37:45

298,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0662214797352833,70,65,5,85,13508475.1174134,1619293.01498439,374586.886214294,1968891.7871,24718,30655,0.0,55373,27.37286256666667,2025-12-17 15:37:46

299,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.2435696218265,100,100,10,85,1135610.78148941,255041.728718979,33139.8026466641,1096154.1607,1714,1374,0.0,3088,53.70585102,2025-12-17 15:43:10

300,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.233422208773825,93,63,30,85,8742334.27283058,8742334.27283058,1061505.32228724,1664120.9996,25363,43062,0.0,68425,28.244739931111113,2025-12-17 15:43:11

301,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.119816940063246,75,60,15,85,4286093.49623328,1284428.78899341,164317.44024021,890722.6699,9732,8873,0.0,18605,57.63696217388889,2025-12-17 15:43:13

302,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0693544528519791,55,65,-10,85,13391769.2559105,1619845.64854173,411212.299445547,1993587.3131,24530,30177,0.0,54707,27.463827965,2025-12-17 15:43:15

303,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.1191747889426,100,100,10,85,1091360.53175329,255995.248028926,25598.5566890247,1094195.5668,1681,1357,0.0,3038,53.797066055,2025-12-17 15:48:38

304,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.231993958188813,88,63,25,85,8782580.64762732,8782580.64762732,981530.695323209,1664301.5244,25532,43251,0.0,68783,28.33595497361111,2025-12-17 15:48:39

305,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.121455165627953,77,67,10,85,4295954.52694488,1295945.11858006,161717.649474121,890720.7875,9730,8886,0.0,18616,57.72817722055556,2025-12-17 15:48:41

306,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0692246251704109,70,65,5,85,13292853.7236899,1607010.10855233,400864.331183015,1985705.5441,24395,29790,0.0,54185,27.555073190555554,2025-12-17 15:48:42

307,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.2426345130442,100,100,10,85,1010877.89513347,256110.452061247,24292.4347375339,1094563.4864,1644,1298,0.0,2942,53.88801267638889,2025-12-17 15:54:06

308,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.233616557547877,93,63,30,85,8850037.26087002,8850037.26087002,971434.591775651,1665832.9041,25780,43548,0.0,69328,28.42690158277778,2025-12-17 15:54:08

309,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.12040696637263,75,67,8,85,4298509.15751602,1302727.92942554,175160.738243875,888177.8549,9699,8872,0.0,18571,57.81912383111111,2025-12-17 15:54:09

310,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0679009203967823,65,65,0,85,13210966.0335974,1602561.67763529,363783.568303806,1961584.6149,24282,29600,0.0,53882,27.64630649611111,2025-12-17 15:54:11

311,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.1415410269147,100,95,10,85,979291.622327577,256251.011316585,24637.9369515507,1096127.7797,1629,1268,0.0,2897,53.97932831166667,2025-12-17 15:59:34

312,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.22912961854048,73,63,10,85,8918054.66906569,8918054.66906569,966872.319333439,1630853.9277,26098,43863,0.0,69961,28.518217226666668,2025-12-17 15:59:35

313,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.118564736828239,70,60,10,85,4307918.55052677,1317940.88556483,191142.071665063,879184.9173,9710,8841,0.0,18551,57.91043946777778,2025-12-17 15:59:37

314,OTHQ / USDC 0.01%,0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,base,0.0696292890063283,65,65,0,85,13093038.7162894,1588620.41921082,360971.152251936,1999407.4127,24180,29208,0.0,53388,27.737359728333335,2025-12-17 15:59:38

315,MEC / USDT,0x626ae6b43a89739964aa95196a1c6f5a8e06cf7a,bsc,22.2443766735517,100,95,10,85,949964.003285319,255994.558943829,23307.8028023954,1094227.8801,1618,1232,0.0,2850,54.070352175555556,2025-12-17 16:05:01

316,IR / BNB 0.007%,0xd9b7a1d544432b0bacac321ccf543f3a23ae55de9709b2cf6664ab83f4cbe0a4,bsc,0.222926350074089,78,63,15,85,8969622.81630076,7104191.62142304,894533.732387509,1617694.5362,26316,44086,0.0,70402,28.60924108611111,2025-12-17 16:05:03

317,AIA / USDC 0.01%,0xadedafd06cc16dec264fb02d3f8570e072daee35,bsc,0.118857512417468,70,60,10,85,4283706.96665681,1300235.36167412,191921.358406774,882611.1687,9664,8801,0.0,18465,58.00146333944445,2025-12-17 16:05:04

